1,1.5,2,2.5,预测,真实
19.3292433538,9452.0,401.0,586.0,1229.70410156,912.0
4.75714285714,1332.0,469.0,560.0,1276.92333984,1196.0
22.6133333333,3392.0,1164.0,2353.0,7731.34033203,8137.0
3.37446808511,793.0,0.0,1172.0,8326.63476562,5275.0
14.0217391304,645.0,6.0,134.0,1337.25927734,12472.0
1.38461538462,270.0,739.0,855.0,1234.28674316,1211.0
13.754985755,4828.0,320.0,708.0,3000.16918945,4292.0
5.65432098765,916.0,1588.0,1658.0,2121.42700195,1959.0
41.0289855072,5662.0,329.0,389.0,1327.5480957,609.0
4.88524590164,1192.0,956.0,1186.0,2387.14331055,2280.0
5.74489795918,2252.0,606.0,673.0,1217.45861816,945.0
2.22289156627,369.0,422.0,496.0,1123.94433594,1039.0
6.5,975.0,2174.0,2591.0,5772.11279297,5449.0
18.0787172012,6201.0,0.0,0.0,1506.26867676,2510.0
51.1353620147,48732.0,374.0,381.0,474.308837891,409.0
16.2881355932,961.0,341.0,431.0,1081.10522461,618.0
2.1376146789,466.0,1212.0,1484.0,2934.42480469,2757.0
28.1577540107,10531.0,561.0,570.0,1009.59613037,605.0
11.6796407186,7802.0,339.0,619.0,2398.47729492,4547.0
44.76,6714.0,5043.0,6131.0,9661.75,7839.0
25.7183098592,9130.0,3790.0,3942.0,4364.27001953,4508.0
2.32666666667,349.0,744.0,781.0,1078.08679199,877.0
3.18556701031,927.0,325.0,397.0,1030.45019531,725.0
8.28787878788,1094.0,633.0,923.0,2595.44360352,2690.0
80.2,16040.0,0.0,57.0,1551.04394531,270.0
11.511659808,8392.0,159.0,275.0,892.402770996,4333.0
20.3398268398,9397.0,26.0,614.0,1496.76220703,1861.0
0.975609756098,40.0,282.0,320.0,705.799377441,443.0
2.16541353383,288.0,380.0,435.0,930.463256836,641.0
31.253968254,5907.0,270.0,484.0,1909.01501465,1210.0
6.26160990712,8090.0,1310.0,1527.0,2226.00537109,1993.0
5.98765432099,485.0,1307.0,1484.0,2347.69580078,2174.0
43.2277227723,4366.0,3.0,160.0,1994.99182129,1198.0
17.7898089172,5586.0,14.0,64.0,702.47479248,294.0
14.9503311258,4515.0,475.0,924.0,3393.18652344,2199.0
4.8,1032.0,584.0,654.0,1118.29003906,826.0
26.2950819672,1604.0,490.0,672.0,2307.34790039,2624.0
53.9105145414,48196.0,187.0,313.0,1043.02368164,1033.0
7.11052631579,2702.0,294.0,372.0,1112.42797852,803.0
2.10344827586,305.0,524.0,613.0,1118.64440918,885.0
11.8208955224,1584.0,329.0,711.0,3032.46020508,2152.0
17.4142011834,2943.0,0.0,0.0,1422.81384277,1849.0
65.2718446602,20169.0,126.0,185.0,1261.91625977,492.0
15.875,9525.0,77.0,118.0,498.344299316,1218.0
3.16129032258,294.0,58.0,71.0,432.593902588,1183.0
24.6184210526,1871.0,146.0,327.0,1525.82116699,746.0
14.3869463869,6172.0,0.0,6.0,382.571716309,221.0
2.16666666667,325.0,2994.0,3974.0,7724.87988281,7615.0
3.59689922481,928.0,892.0,1021.0,1706.28076172,1394.0
1.39568345324,194.0,452.0,622.0,1574.97387695,1747.0
12.1675759938,15611.0,332.0,334.0,482.554351807,357.0
18.0622222222,8128.0,395.0,868.0,3260.2902832,2236.0
8.84328358209,1185.0,571.0,648.0,1262.97509766,1015.0
3.12720848057,885.0,665.0,885.0,2047.48278809,2537.0
1.56542056075,335.0,500.0,1417.0,4811.15380859,5507.0
5.89380530973,666.0,2574.0,2836.0,3591.13330078,3500.0
19.8074656189,10082.0,140.0,222.0,846.08026123,502.0
2.31531531532,257.0,483.0,627.0,1277.70556641,1335.0
1.33823529412,182.0,599.0,715.0,1270.38989258,1026.0
2.64473684211,603.0,238.0,320.0,1113.64697266,1053.0
62.62,9393.0,2227.0,5907.0,23875.2832031,35342.0
28.8144208038,24377.0,2347.0,7101.0,35755.3515625,27133.0
6.86666666667,309.0,281.0,293.0,625.899291992,330.0
29.6333333333,4445.0,1201.0,2943.0,10880.6513672,7049.0
6.44761904762,2708.0,662.0,929.0,2312.94165039,1900.0
12.1650793651,7664.0,0.0,0.0,416.334289551,1285.0
18.3569553806,6994.0,909.0,1272.0,3411.28515625,2844.0
3.50340136054,1030.0,1341.0,1665.0,3158.68383789,3734.0
41.3744855967,20108.0,127.0,432.0,2276.36645508,2570.0
0.529100529101,100.0,1167.0,1299.0,1820.20153809,1750.0
2.37662337662,183.0,1667.0,2343.0,4662.51953125,5095.0
2.44,366.0,2468.0,3128.0,5746.41162109,5927.0
2.67171717172,529.0,205.0,231.0,589.909973145,333.0
1.30392156863,133.0,408.0,946.0,3101.06958008,3926.0
9.26954177898,3439.0,768.0,1033.0,2495.93164062,2057.0
2.93333333333,440.0,3114.0,3525.0,5312.62744141,4703.0
3.79591836735,1116.0,173.0,299.0,1216.78125,1359.0
75.7990196078,15463.0,1243.0,2094.0,5599.47070312,3827.0
8.64879852126,4679.0,733.0,768.0,1145.23083496,939.0
14.0775862069,1633.0,1071.0,1145.0,1709.35620117,1319.0
26.3764705882,4484.0,107.0,315.0,1594.36499023,888.0
18.5369458128,7526.0,0.0,24.0,618.738220215,361.0
3.53191489362,332.0,998.0,1298.0,2402.28198242,2132.0
0.965517241379,112.0,46.0,54.0,398.521362305,225.0
0.30303030303,40.0,368.0,455.0,969.927246094,1045.0
18.9209486166,4787.0,0.0,23.0,627.388000488,170.0
30.1486486486,4462.0,0.0,0.0,1486.58374023,7402.0
3.98130841121,426.0,170.0,183.0,449.676940918,307.0
39.4320297952,21175.0,316.0,869.0,3989.29516602,4226.0
14.6553846154,4763.0,86.0,164.0,827.235412598,353.0
10.9066666667,1636.0,639.0,1186.0,3832.17236328,5321.0
26.52,3978.0,2649.0,3356.0,6830.15917969,4850.0
3.51178451178,1043.0,441.0,563.0,1427.96862793,1211.0
18.2027027027,8082.0,38.0,69.0,718.43560791,466.0
26.9879518072,2240.0,0.0,72.0,1088.51049805,258.0
23.9896551724,13914.0,15.0,762.0,5401.81103516,26870.0
2.1256281407,423.0,382.0,419.0,782.255065918,537.0
20.6671755725,13537.0,244.0,311.0,908.395874023,569.0
12.4961119751,8035.0,104.0,216.0,1120.80859375,847.0
16.3733333333,2456.0,677.0,1541.0,6445.88867188,6562.0
3.09523809524,260.0,14.0,20.0,321.26461792,1014.0
22.6577540107,4237.0,205.0,478.0,2061.87768555,1244.0
3.185,637.0,1503.0,1838.0,3010.59619141,3768.0
23.6446991404,8252.0,1800.0,1956.0,2715.25634766,2216.0
12.1755725191,1595.0,3485.0,3841.0,5230.52587891,5063.0
25.5238095238,1608.0,129.0,191.0,1108.69458008,398.0
3.11475409836,760.0,175.0,300.0,987.269714355,415.0
19.3746031746,12206.0,4.0,164.0,1332.5065918,1199.0
3.1975308642,518.0,723.0,1028.0,2519.12548828,3651.0
15.5727272727,5139.0,1199.0,1420.0,2588.39697266,2158.0
6.54503464203,2834.0,722.0,824.0,1421.00366211,1217.0
3.08917197452,485.0,130.0,164.0,537.166320801,275.0
5.98,1196.0,869.0,1013.0,1695.37695312,1433.0
29.2133333333,4382.0,346.0,2452.0,12592.8486328,12406.0
17.8004535147,7850.0,0.0,0.0,1266.94116211,5731.0
6.92,1038.0,3140.0,5518.0,13895.8251953,10372.0
15.385665529,4508.0,113.0,282.0,1378.08972168,1068.0
40.3444444444,10893.0,0.0,26.0,5907.85839844,5974.0
2.14666666667,161.0,1371.0,1549.0,2027.67541504,2139.0
4.20588235294,858.0,331.0,363.0,762.025268555,696.0
5.5,726.0,280.0,337.0,1288.51757812,852.0
2.60115606936,450.0,125.0,154.0,543.286010742,231.0
19.34375,4333.0,57.0,169.0,1091.50305176,635.0
3.70992366412,972.0,388.0,425.0,828.122131348,594.0
2.92664092664,758.0,165.0,213.0,648.850769043,364.0
2.05291005291,388.0,817.0,938.0,1644.43359375,1903.0
7.57333333333,1136.0,263.0,721.0,3111.2578125,4215.0
17.5555555556,2528.0,2.0,108.0,2694.58007812,1669.0
5.56302521008,1986.0,833.0,1173.0,2805.57958984,2472.0
5.44666666667,817.0,8924.0,11294.0,18117.8730469,16457.0
12.04,1806.0,3105.0,3105.0,3196.18115234,3105.0
10.9345454545,3007.0,225.0,271.0,809.625671387,404.0
41.08,1027.0,11.0,29.0,957.148803711,131.0
56.5347490347,29285.0,150.0,385.0,2068.68725586,1593.0
32.4503042596,15998.0,160.0,254.0,1077.0,587.0
13.7161716172,4156.0,1324.0,1682.0,8050.70996094,4175.0
2.1375,342.0,1090.0,1198.0,1768.046875,1632.0
10.5563380282,1499.0,213.0,244.0,737.464172363,419.0
2.42448979592,594.0,244.0,272.0,616.921569824,355.0
6.09345794393,652.0,167.0,201.0,542.593811035,285.0
5.92121212121,977.0,3070.0,3464.0,4837.15625,4508.0
9.85340314136,1882.0,26.0,35.0,445.120910645,128.0
21.1726907631,5272.0,912.0,1668.0,5211.95117188,3132.0
2.45070422535,348.0,626.0,753.0,1588.76464844,1226.0
2.89634146341,475.0,323.0,394.0,971.797485352,788.0
6.68259385666,1958.0,695.0,814.0,1639.68103027,1431.0
40.8509933775,12337.0,29.0,55.0,781.764526367,155.0
31.425,2514.0,185.0,279.0,1323.48779297,878.0
10.2986111111,8898.0,40.0,180.0,1165.06750488,1442.0
19.7063829787,9262.0,111.0,257.0,1543.68725586,1269.0
13.6785714286,8043.0,37.0,135.0,589.925109863,562.0
16.0583941606,2200.0,381.0,569.0,1753.93273926,2559.0
2.75,88.0,135.0,217.0,810.056396484,1094.0
2.89211618257,697.0,1552.0,2079.0,4516.12353516,6528.0
16.2782152231,18606.0,0.0,8.0,3779.91333008,2976.0
5.04761904762,848.0,411.0,469.0,883.430114746,640.0
10.2933810376,5754.0,1.0,4.0,918.456848145,592.0
23.4910941476,9232.0,47.0,134.0,877.980285645,474.0
2.64814814815,286.0,576.0,651.0,1085.48095703,824.0
6.9801980198,705.0,72.0,77.0,443.884307861,126.0
2.57954545455,227.0,298.0,321.0,716.729553223,477.0
37.5492102066,30903.0,1344.0,1532.0,2746.72436523,3318.0
12.1603773585,3867.0,1038.0,1046.0,1373.16357422,1068.0
1.95604395604,356.0,35.0,45.0,392.578308105,152.0
51.1707317073,4196.0,14.0,58.0,1184.265625,278.0
9.72330097087,2003.0,2064.0,2239.0,2484.49731445,3335.0
4.2624671916,1624.0,0.0,53.0,1959.46655273,2034.0
20.6472222222,7433.0,358.0,662.0,2180.65820312,1064.0
3.3,495.0,4390.0,4997.0,7020.08447266,7165.0
1.80898876404,322.0,696.0,1578.0,7991.046875,6520.0
11.2142857143,471.0,75.0,381.0,1998.1138916,1028.0
3.09803921569,316.0,3582.0,4440.0,7044.22119141,6879.0
3.82110091743,833.0,545.0,780.0,1990.84387207,1562.0
2.36936936937,263.0,1423.0,1507.0,1873.4230957,1728.0
12.2039473684,3710.0,345.0,351.0,751.192321777,489.0
4.5,1692.0,262.0,294.0,716.431762695,565.0
48.7272727273,6968.0,460.0,804.0,3521.87939453,4448.0
3.28205128205,896.0,121.0,130.0,453.73727417,201.0
3.25862068966,567.0,3284.0,3828.0,5692.60253906,5680.0
1.24509803922,127.0,496.0,557.0,958.704650879,837.0
2.11333333333,317.0,2356.0,2561.0,3113.17382812,2967.0
41.775,11697.0,509.0,619.0,1501.36816406,959.0
14.2195121951,583.0,499.0,570.0,1326.39074707,839.0
11.9520295203,3239.0,599.0,602.0,925.08380127,627.0
5.82926829268,956.0,3207.0,3697.0,5259.38671875,5220.0
2.48507462687,333.0,3011.0,3222.0,3883.30493164,4359.0
34.2866666667,5143.0,2845.0,3779.0,10656.6757812,10943.0
42.2419700214,19727.0,53.0,110.0,710.899780273,339.0
28.004494382,12462.0,85.0,203.0,745.892272949,666.0
8.54285714286,598.0,386.0,460.0,1079.67053223,1227.0
13.2372881356,8591.0,870.0,896.0,1171.70751953,1049.0
3.28378378378,729.0,185.0,211.0,510.798980713,250.0
1.01333333333,152.0,1417.0,1551.0,1911.11767578,1901.0
23.6046511628,4060.0,35.0,49.0,680.647216797,152.0
3.28378378378,729.0,309.0,348.0,805.56463623,575.0
35.6722408027,21332.0,0.0,388.0,2189.63061523,1295.0
15.181619256,6938.0,74.0,144.0,619.184143066,260.0
7.45689655172,865.0,402.0,474.0,1182.76757812,801.0
1.37128712871,277.0,285.0,318.0,598.252746582,475.0
40.4975609756,24906.0,1800.0,1936.0,2682.55737305,2424.0
5.33160621762,1029.0,534.0,623.0,1331.96484375,869.0
6.07714285714,2127.0,577.0,653.0,1308.68286133,1214.0
25.7894736842,1470.0,0.0,28.0,797.773193359,237.0
38.68,5802.0,4536.0,5597.0,8403.29199219,7816.0
25.5072463768,8800.0,970.0,1788.0,4467.30761719,3742.0
5.03703703704,1360.0,128.0,158.0,556.508117676,304.0
19.0569306931,7699.0,223.0,277.0,1031.3314209,634.0
16.4880952381,1385.0,0.0,0.0,1862.60961914,1812.0
10.3100961538,4289.0,1997.0,2269.0,4044.62963867,5296.0
29.0252808989,10333.0,4346.0,4457.0,5010.40039062,4921.0
12.5505226481,3602.0,1099.0,1137.0,1550.77600098,1265.0
11.9406952965,5839.0,25.0,133.0,1068.35742188,612.0
5.2030651341,1358.0,33.0,1046.0,5824.37304688,6398.0
25.8648648649,957.0,693.0,1439.0,4510.01611328,3059.0
12.06,1809.0,3945.0,5377.0,10062.046875,8704.0
6.15816326531,1207.0,608.0,698.0,1352.3918457,1024.0
1.84328358209,247.0,461.0,513.0,995.428710938,668.0
18.4695121951,12116.0,2919.0,2969.0,3518.04711914,3840.0
3.69594594595,547.0,406.0,454.0,915.250976562,696.0
11.38,1138.0,935.0,942.0,1272.38903809,1027.0
26.5123152709,5382.0,2892.0,3462.0,6686.29394531,5175.0
3.86290322581,958.0,242.0,304.0,809.589111328,635.0
10.3066666667,1546.0,3670.0,3786.0,3756.88256836,4795.0
48.2794117647,9849.0,2195.0,3994.0,18481.0996094,25890.0
11.7111459969,7460.0,330.0,599.0,1788.83276367,1315.0
22.8484848485,6786.0,57.0,80.0,703.926818848,193.0
1.29315960912,397.0,629.0,733.0,1359.63476562,1137.0
38.3333333333,15295.0,13.0,35.0,645.437866211,107.0
20.0662251656,9090.0,115.0,863.0,4269.60839844,5650.0
3.44782608696,793.0,580.0,665.0,1206.59155273,989.0
39.1902985075,10503.0,129.0,568.0,2745.92016602,2012.0
57.421686747,14298.0,70.0,355.0,4557.65576172,3555.0
2.79141104294,455.0,67.0,77.0,382.17590332,133.0
3.78134110787,1297.0,502.0,630.0,1369.40234375,1119.0
8.74678899083,4767.0,47.0,309.0,1898.96118164,1249.0
32.2051282051,6280.0,7240.0,7420.0,8142.71875,8930.0
3.18556701031,927.0,145.0,172.0,474.860198975,257.0
7.57489878543,3742.0,0.0,124.0,2629.11230469,1054.0
17.6560846561,3337.0,0.0,0.0,625.979492188,216.0
30.5835694051,10796.0,1270.0,1327.0,1977.40234375,1522.0
11.6262626263,1151.0,439.0,806.0,2409.91333008,2473.0
22.8923076923,4464.0,860.0,1328.0,6249.78320312,9023.0
45.9534883721,5928.0,310.0,526.0,1838.57910156,1178.0
10.442687747,5284.0,26.0,144.0,821.978088379,501.0
11.8666666667,534.0,61.0,188.0,1144.02856445,761.0
3.04074074074,821.0,1295.0,1565.0,2615.61474609,2325.0
13.8918269231,5779.0,98.0,100.0,427.632385254,108.0
2.76388888889,199.0,297.0,300.0,585.906311035,304.0
3.26666666667,490.0,3627.0,4430.0,8085.53613281,10534.0
7.27142857143,1018.0,27.0,170.0,1196.4987793,1086.0
12.1529680365,5323.0,164.0,474.0,2433.17578125,2397.0
0.622009569378,130.0,205.0,252.0,715.663269043,473.0
1.83620689655,213.0,56.0,62.0,398.74987793,134.0
47.8310249307,17267.0,470.0,751.0,2102.83300781,1317.0
3.20379146919,676.0,1360.0,1429.0,1820.84558105,1691.0
1.29220779221,398.0,172.0,221.0,1433.59375,1136.0
2.18666666667,328.0,557.0,585.0,907.081665039,786.0
8.84516129032,1371.0,354.0,750.0,3350.26098633,8381.0
21.8533333333,3278.0,3337.0,4037.0,6418.21777344,5543.0
16.8978328173,5458.0,67.0,164.0,1734.43237305,5613.0
2.24590163934,137.0,364.0,386.0,743.76953125,562.0
3.54970760234,607.0,273.0,297.0,687.873413086,375.0
11.5145631068,1186.0,1.0,52.0,631.944824219,148.0
9.30845771144,1871.0,127.0,447.0,2626.41162109,2271.0
5.69918699187,2103.0,706.0,865.0,1734.51635742,1605.0
7.29757785467,2109.0,240.0,314.0,897.133056641,657.0
20.3027522936,11065.0,1110.0,1770.0,4697.01611328,3771.0
50.8636363636,3357.0,1649.0,2184.0,5880.57421875,7236.0
7.11052631579,2702.0,269.0,318.0,926.514587402,587.0
37.5050946143,25766.0,2549.0,2859.0,4430.91601562,4088.0
19.3367875648,3732.0,166.0,353.0,1550.03881836,825.0
15.6485148515,6322.0,158.0,764.0,2710.33740234,1994.0
61.3533333333,9203.0,0.0,5420.0,37960.9414062,52265.0
2.7619047619,174.0,407.0,473.0,994.972229004,686.0
6.49710982659,1124.0,372.0,536.0,1684.53344727,2231.0
28.5866666667,4288.0,2341.0,3550.0,7891.88671875,5608.0
68.4234875445,19227.0,86.0,368.0,2413.05541992,1587.0
4.02666666667,604.0,5737.0,7060.0,10541.0996094,10877.0
7.16776315789,2179.0,1617.0,1994.0,3915.84619141,4164.0
3.8,570.0,2437.0,2888.0,4299.61230469,3977.0
5.44520547945,795.0,437.0,508.0,1119.18994141,963.0
19.5,4212.0,31.0,94.0,1015.98980713,424.0
41.1509433962,8724.0,0.0,27.0,925.79510498,338.0
23.7336956522,4367.0,1527.0,2640.0,7551.39746094,7351.0
3.63725490196,371.0,646.0,762.0,1482.64123535,1253.0
50.5940594059,25550.0,178.0,318.0,1358.60180664,613.0
