1,1.5,2,2.5,预测,真实
2.71875,522.0,34.0,105.0,571.918334961,1617.0
2.76639344262,675.0,319.0,398.0,954.042907715,646.0
23.2349570201,8109.0,201.0,544.0,2355.92919922,1518.0
12.5405405405,464.0,114.0,122.0,588.743347168,166.0
2.11206896552,490.0,137.0,149.0,462.457366943,227.0
10.6643356643,3050.0,83.0,144.0,645.437011719,318.0
2.07333333333,311.0,2393.0,2950.0,5624.80224609,5997.0
38.18,5727.0,486.0,2346.0,18090.8535156,14809.0
5.37969924812,1431.0,1032.0,1438.0,3279.93286133,4656.0
2.8764940239,722.0,2945.0,3836.0,4771.84326172,4636.0
3.4431372549,878.0,628.0,710.0,1284.92456055,996.0
16.4345238095,2761.0,461.0,893.0,3426.34790039,4664.0
5.94258373206,1242.0,195.0,218.0,504.411895752,305.0
19.8783783784,1471.0,4.0,10.0,1690.30090332,2658.0
25.7586206897,6723.0,40.0,170.0,1150.80126953,1124.0
11.4991762768,6980.0,0.0,192.0,2157.63500977,1682.0
28.1030534351,7363.0,1122.0,1175.0,1767.38134766,1435.0
14.3675213675,1681.0,110.0,245.0,1181.4777832,669.0
74.68,5601.0,281.0,657.0,3963.23657227,4230.0
34.0466666667,5107.0,1347.0,3432.0,12355.0488281,10654.0
4.03395061728,1307.0,1954.0,3183.0,7646.84423828,7026.0
12.6261398176,12462.0,0.0,20.0,1244.38842773,610.0
15.5641025641,4249.0,4.0,48.0,3023.15942383,2934.0
25.1879194631,11259.0,647.0,912.0,2502.65844727,1648.0
13.0133333333,1952.0,370.0,1076.0,5703.68164062,3592.0
1.32280701754,377.0,59.0,72.0,367.351989746,111.0
18.8866666667,2833.0,416.0,1482.0,8407.2734375,9462.0
14.1142857143,1482.0,251.0,810.0,3358.67651367,3661.0
11.7341269841,2957.0,114.0,196.0,852.714355469,457.0
11.4244604317,4764.0,0.0,0.0,3875.4831543,1028.0
3.85281385281,890.0,374.0,431.0,936.821838379,728.0
30.0057142857,5251.0,0.0,0.0,899.471252441,1291.0
31.9215686275,3256.0,0.0,18.0,1087.82434082,641.0
3.84259259259,1245.0,279.0,329.0,737.531982422,468.0
3.66666666667,1089.0,193.0,222.0,518.552429199,369.0
25.3133333333,3797.0,2383.0,3640.0,8690.40917969,5660.0
3.06666666667,460.0,2757.0,3475.0,5530.31884766,5089.0
3.15916955017,913.0,330.0,399.0,902.181091309,605.0
5.0777027027,1503.0,255.0,347.0,1016.66357422,1218.0
3.74666666667,562.0,1762.0,2027.0,2788.12719727,2501.0
28.0579710145,3872.0,90.0,146.0,1044.19055176,495.0
2.13366336634,431.0,315.0,345.0,779.422058105,448.0
2.10691823899,335.0,978.0,1117.0,1746.58459473,1419.0
4.02302631579,1223.0,1702.0,2028.0,6260.92089844,4753.0
67.9543859649,19367.0,0.0,36.0,2113.98510742,525.0
14.0473684211,2669.0,306.0,698.0,2368.80102539,1705.0
69.9156626506,11606.0,3.0,6.0,1418.078125,3894.0
16.0592885375,8126.0,3534.0,4378.0,7678.55712891,5952.0
1.62142857143,227.0,2050.0,2318.0,3525.94165039,4727.0
5.3531598513,1440.0,13.0,28.0,871.31036377,957.0
9.28834355828,1514.0,146.0,195.0,639.969543457,366.0
1.7114967462,789.0,549.0,690.0,1455.36560059,1156.0
21.0,4998.0,67.0,147.0,1156.0657959,507.0
10.9435897436,2134.0,239.0,596.0,2202.46313477,2040.0
1.73333333333,260.0,1037.0,1144.0,1763.11364746,1527.0
2.94968553459,469.0,371.0,437.0,1070.93640137,930.0
6.10738255034,910.0,532.0,644.0,1558.37036133,1304.0
5.35820895522,1436.0,842.0,867.0,1118.25012207,867.0
10.9896373057,2121.0,0.0,0.0,1907.7800293,5332.0
3.22169811321,683.0,294.0,339.0,806.72052002,592.0
25.1700288184,8734.0,1001.0,1792.0,6144.86376953,5310.0
9.87987987988,3290.0,1798.0,1965.0,2730.28857422,2469.0
18.1593959732,10823.0,129.0,129.0,441.012268066,129.0
29.518213866,25120.0,120.0,157.0,511.917633057,1476.0
38.5844402277,20334.0,228.0,553.0,4903.01806641,6293.0
5.60869565217,1419.0,996.0,1100.0,1880.40478516,1521.0
1.4880952381,250.0,750.0,801.0,1276.64782715,1289.0
18.8828571429,6609.0,1102.0,1715.0,4831.46337891,4019.0
1.21176470588,103.0,744.0,878.0,1806.85412598,1614.0
19.7772020725,3817.0,39.0,89.0,999.26348877,399.0
5.4826546003,7270.0,775.0,802.0,1017.08892822,952.0
3.56910569106,439.0,564.0,604.0,1140.59631348,869.0
1.81428571429,254.0,490.0,660.0,1586.18261719,1987.0
12.395,4958.0,1151.0,1787.0,4661.29248047,3950.0
29.8522727273,2627.0,2371.0,2585.0,3990.48193359,3815.0
4.82105263158,458.0,203.0,243.0,727.608825684,578.0
42.654465593,29133.0,1.0,15.0,556.621826172,1010.0
26.162962963,3532.0,553.0,1330.0,5693.07080078,5113.0
5.05421686747,839.0,134.0,147.0,444.465454102,185.0
26.5950413223,3218.0,32.0,74.0,851.576049805,374.0
2.17647058824,333.0,90.0,134.0,580.948669434,377.0
88.7054794521,25902.0,274.0,442.0,2275.60473633,1414.0
24.1479289941,4081.0,0.0,354.0,2676.31860352,1799.0
6.6462585034,1954.0,1500.0,1786.0,2975.98608398,3109.0
1.48,222.0,1411.0,1723.0,3112.35717773,3500.0
2.87037037037,465.0,2061.0,2265.0,2861.97094727,3017.0
3.02150537634,843.0,186.0,256.0,835.046691895,651.0
